file,source_id,company_id,period,type,url,title,language
official/source_sec_abt_2025_10k.htm,source_sec_abt_2025_10k,US_ABT,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1800/000162828026010185/abt-20251231.htm,Abbott Laboratories latest SEC 10-K,en-US
official/source_sec_abt_2026_10q.htm,source_sec_abt_2026_10q,US_ABT,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1800/000162828026028357/abt-20260331.htm,Abbott Laboratories latest SEC 10-Q,en-US
official/source_sec_abt_submissions.json,source_sec_abt_submissions,US_ABT,2026,exchange_data,https://data.sec.gov/submissions/CIK0000001800.json,ABT SEC submissions JSON,en-US
official/source_sec_adbe_2025_10k.htm,source_sec_adbe_2025_10k,US_ADBE,2025,annual_report,https://www.sec.gov/Archives/edgar/data/796343/000079634326000003/adbe-20251128.htm,Adobe Inc. latest SEC 10-K,en-US
official/source_sec_adbe_2026_10q.htm,source_sec_adbe_2026_10q,US_ADBE,2026,financial_report,https://www.sec.gov/Archives/edgar/data/796343/000079634326000112/adbe-20260529.htm,Adobe Inc. latest SEC 10-Q,en-US
official/source_sec_adbe_submissions.json,source_sec_adbe_submissions,US_ADBE,2026,exchange_data,https://data.sec.gov/submissions/CIK0000796343.json,ADBE SEC submissions JSON,en-US
official/source_sec_adi_2025_10k.htm,source_sec_adi_2025_10k,US_ADI,2025,annual_report,https://www.sec.gov/Archives/edgar/data/6281/000000628125000153/adi-20251101.htm,"Analog Devices, Inc. latest SEC 10-K",en-US
official/source_sec_adi_2026_10q.htm,source_sec_adi_2026_10q,US_ADI,2026,financial_report,https://www.sec.gov/Archives/edgar/data/6281/000000628126000052/adi-20260502.htm,"Analog Devices, Inc. latest SEC 10-Q",en-US
official/source_sec_adi_submissions.json,source_sec_adi_submissions,US_ADI,2026,exchange_data,https://data.sec.gov/submissions/CIK0000006281.json,ADI SEC submissions JSON,en-US
official/source_sec_amat_2025_10k.htm,source_sec_amat_2025_10k,US_AMAT,2025,annual_report,https://www.sec.gov/Archives/edgar/data/6951/000162828025056742/amat-20251026.htm,"Applied Materials, Inc. latest SEC 10-K",en-US
official/source_sec_amat_2026_10q.htm,source_sec_amat_2026_10q,US_AMAT,2026,financial_report,https://www.sec.gov/Archives/edgar/data/6951/000162828026037227/amat-20260426.htm,"Applied Materials, Inc. latest SEC 10-Q",en-US
official/source_sec_amat_submissions.json,source_sec_amat_submissions,US_AMAT,2026,exchange_data,https://data.sec.gov/submissions/CIK0000006951.json,AMAT SEC submissions JSON,en-US
official/source_sec_amd_2025_10k.htm,source_sec_amd_2025_10k,US_AMD,2025,annual_report,https://www.sec.gov/Archives/edgar/data/2488/000000248826000018/amd-20251227.htm,Advanced Micro Devices latest SEC 10-K,en-US
official/source_sec_amd_2026_10q.htm,source_sec_amd_2026_10q,US_AMD,2026,financial_report,https://www.sec.gov/Archives/edgar/data/2488/000000248826000076/amd-20260328.htm,Advanced Micro Devices latest SEC 10-Q,en-US
official/source_sec_amd_submissions.json,source_sec_amd_submissions,US_AMD,2026,exchange_data,https://data.sec.gov/submissions/CIK0000002488.json,AMD SEC submissions JSON,en-US
official/source_sec_amzn_2025_10k.htm,source_sec_amzn_2025_10k,US_AMZN,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000004/amzn-20251231.htm,"Amazon.com, Inc. latest SEC 10-K",en-US
official/source_sec_amzn_2026_10q.htm,source_sec_amzn_2026_10q,US_AMZN,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1018724/000101872426000014/amzn-20260331.htm,"Amazon.com, Inc. latest SEC 10-Q",en-US
official/source_sec_amzn_submissions.json,source_sec_amzn_submissions,US_AMZN,2026,exchange_data,https://data.sec.gov/submissions/CIK0001018724.json,AMZN SEC submissions JSON,en-US
official/source_sec_avgo_2025_10k.htm,source_sec_avgo_2025_10k,US_AVGO,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1730168/000173016825000121/avgo-20251102.htm,Broadcom Inc. latest SEC 10-K,en-US
official/source_sec_avgo_2026_10q.htm,source_sec_avgo_2026_10q,US_AVGO,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1730168/000173016826000054/avgo-20260503.htm,Broadcom Inc. latest SEC 10-Q,en-US
official/source_sec_avgo_submissions.json,source_sec_avgo_submissions,US_AVGO,2026,exchange_data,https://data.sec.gov/submissions/CIK0001730168.json,AVGO SEC submissions JSON,en-US
official/source_sec_ba_2025_10k.htm,source_sec_ba_2025_10k,US_BA,2025,annual_report,https://www.sec.gov/Archives/edgar/data/12927/000162828026004357/ba-20251231.htm,The Boeing Company latest SEC 10-K,en-US
official/source_sec_ba_2026_10q.htm,source_sec_ba_2026_10q,US_BA,2026,financial_report,https://www.sec.gov/Archives/edgar/data/12927/000162828026026458/ba-20260331.htm,The Boeing Company latest SEC 10-Q,en-US
official/source_sec_ba_submissions.json,source_sec_ba_submissions,US_BA,2026,exchange_data,https://data.sec.gov/submissions/CIK0000012927.json,BA SEC submissions JSON,en-US
official/source_sec_bac_2025_10k.htm,source_sec_bac_2025_10k,US_BAC,2025,annual_report,https://www.sec.gov/Archives/edgar/data/70858/000007085826000157/bac-20251231.htm,Bank of America Corporation latest SEC 10-K,en-US
official/source_sec_bac_2026_10q.htm,source_sec_bac_2026_10q,US_BAC,2026,financial_report,https://www.sec.gov/Archives/edgar/data/70858/000007085826000249/bac-20260331.htm,Bank of America Corporation latest SEC 10-Q,en-US
official/source_sec_bac_submissions.json,source_sec_bac_submissions,US_BAC,2026,exchange_data,https://data.sec.gov/submissions/CIK0000070858.json,BAC SEC submissions JSON,en-US
official/source_sec_blk_2025_10k.htm,source_sec_blk_2025_10k,US_BLK,2025,annual_report,https://www.sec.gov/Archives/edgar/data/2012383/000119312526071966/blk-20251231.htm,"BlackRock, Inc. latest SEC 10-K",en-US
official/source_sec_blk_2026_10q.htm,source_sec_blk_2026_10q,US_BLK,2026,financial_report,https://www.sec.gov/Archives/edgar/data/2012383/000119312526208766/blk-20260331.htm,"BlackRock, Inc. latest SEC 10-Q",en-US
official/source_sec_blk_submissions.json,source_sec_blk_submissions,US_BLK,2026,exchange_data,https://data.sec.gov/submissions/CIK0002012383.json,BLK SEC submissions JSON,en-US
official/source_sec_cat_2025_10k.htm,source_sec_cat_2025_10k,US_CAT,2025,annual_report,https://www.sec.gov/Archives/edgar/data/18230/000001823026000008/cat-20251231.htm,Caterpillar Inc. latest SEC 10-K,en-US
official/source_sec_cat_2026_10q.htm,source_sec_cat_2026_10q,US_CAT,2026,financial_report,https://www.sec.gov/Archives/edgar/data/18230/000001823026000021/cat-20260331.htm,Caterpillar Inc. latest SEC 10-Q,en-US
official/source_sec_cat_submissions.json,source_sec_cat_submissions,US_CAT,2026,exchange_data,https://data.sec.gov/submissions/CIK0000018230.json,CAT SEC submissions JSON,en-US
official/source_sec_company_tickers_exchange.json,source_sec_company_tickers_exchange,,2026,exchange_data,https://www.sec.gov/files/company_tickers_exchange.json,SEC company_tickers_exchange.json,en-US
official/source_sec_cop_2025_10k.htm,source_sec_cop_2025_10k,US_COP,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1163165/000116316526000009/cop-20251231.htm,ConocoPhillips latest SEC 10-K,en-US
official/source_sec_cop_2026_10q.htm,source_sec_cop_2026_10q,US_COP,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1163165/000116316526000018/cop-20260331.htm,ConocoPhillips latest SEC 10-Q,en-US
official/source_sec_cop_submissions.json,source_sec_cop_submissions,US_COP,2026,exchange_data,https://data.sec.gov/submissions/CIK0001163165.json,COP SEC submissions JSON,en-US
official/source_sec_cost_2025_10k.htm,source_sec_cost_2025_10k,US_COST,2025,annual_report,https://www.sec.gov/Archives/edgar/data/909832/000090983225000101/cost-20250831.htm,Costco Wholesale Corporation latest SEC 10-K,en-US
official/source_sec_cost_2026_10q.htm,source_sec_cost_2026_10q,US_COST,2026,financial_report,https://www.sec.gov/Archives/edgar/data/909832/000090983226000051/cost-20260510.htm,Costco Wholesale Corporation latest SEC 10-Q,en-US
official/source_sec_cost_submissions.json,source_sec_cost_submissions,US_COST,2026,exchange_data,https://data.sec.gov/submissions/CIK0000909832.json,COST SEC submissions JSON,en-US
official/source_sec_crm_2026_10k.htm,source_sec_crm_2026_10k,US_CRM,2026,annual_report,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000060/crm-20260131.htm,"Salesforce, Inc. latest SEC 10-K",en-US
official/source_sec_crm_2026_10q.htm,source_sec_crm_2026_10q,US_CRM,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1108524/000110852426000127/crm-20260430.htm,"Salesforce, Inc. latest SEC 10-Q",en-US
official/source_sec_crm_submissions.json,source_sec_crm_submissions,US_CRM,2026,exchange_data,https://data.sec.gov/submissions/CIK0001108524.json,CRM SEC submissions JSON,en-US
official/source_sec_csco_2025_10k.htm,source_sec_csco_2025_10k,US_CSCO,2025,annual_report,https://www.sec.gov/Archives/edgar/data/858877/000085887725000111/csco-20250726.htm,"Cisco Systems, Inc. latest SEC 10-K",en-US
official/source_sec_csco_2026_10q.htm,source_sec_csco_2026_10q,US_CSCO,2026,financial_report,https://www.sec.gov/Archives/edgar/data/858877/000085887726000078/csco-20260425.htm,"Cisco Systems, Inc. latest SEC 10-Q",en-US
official/source_sec_csco_submissions.json,source_sec_csco_submissions,US_CSCO,2026,exchange_data,https://data.sec.gov/submissions/CIK0000858877.json,CSCO SEC submissions JSON,en-US
official/source_sec_cvx_2025_10k.htm,source_sec_cvx_2025_10k,US_CVX,2025,annual_report,https://www.sec.gov/Archives/edgar/data/93410/000009341026000078/cvx-20251231.htm,Chevron Corporation latest SEC 10-K,en-US
official/source_sec_cvx_2026_10q.htm,source_sec_cvx_2026_10q,US_CVX,2026,financial_report,https://www.sec.gov/Archives/edgar/data/93410/000009341026000113/cvx-20260331.htm,Chevron Corporation latest SEC 10-Q,en-US
official/source_sec_cvx_submissions.json,source_sec_cvx_submissions,US_CVX,2026,exchange_data,https://data.sec.gov/submissions/CIK0000093410.json,CVX SEC submissions JSON,en-US
official/source_sec_de_2025_10k.htm,source_sec_de_2025_10k,US_DE,2025,annual_report,https://www.sec.gov/Archives/edgar/data/315189/000110465925122321/de-20251102x10k.htm,Deere & Company latest SEC 10-K,en-US
official/source_sec_de_2026_10q.htm,source_sec_de_2026_10q,US_DE,2026,financial_report,https://www.sec.gov/Archives/edgar/data/315189/000110465926067311/de-20260503x10q.htm,Deere & Company latest SEC 10-Q,en-US
official/source_sec_de_submissions.json,source_sec_de_submissions,US_DE,2026,exchange_data,https://data.sec.gov/submissions/CIK0000315189.json,DE SEC submissions JSON,en-US
official/source_sec_ge_2025_10k.htm,source_sec_ge_2025_10k,US_GE,2025,annual_report,https://www.sec.gov/Archives/edgar/data/40545/000004054526000008/ge-20251231.htm,GE Aerospace latest SEC 10-K,en-US
official/source_sec_ge_2026_10q.htm,source_sec_ge_2026_10q,US_GE,2026,financial_report,https://www.sec.gov/Archives/edgar/data/40545/000004054526000027/ge-20260331.htm,GE Aerospace latest SEC 10-Q,en-US
official/source_sec_ge_submissions.json,source_sec_ge_submissions,US_GE,2026,exchange_data,https://data.sec.gov/submissions/CIK0000040545.json,GE SEC submissions JSON,en-US
official/source_sec_googl_2025_10k.htm,source_sec_googl_2025_10k,US_GOOGL,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000018/goog-20251231.htm,Alphabet Inc. latest SEC 10-K,en-US
official/source_sec_googl_2026_10q.htm,source_sec_googl_2026_10q,US_GOOGL,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1652044/000165204426000048/goog-20260331.htm,Alphabet Inc. latest SEC 10-Q,en-US
official/source_sec_googl_submissions.json,source_sec_googl_submissions,US_GOOGL,2026,exchange_data,https://data.sec.gov/submissions/CIK0001652044.json,GOOGL SEC submissions JSON,en-US
official/source_sec_gs_2025_10k.htm,source_sec_gs_2025_10k,US_GS,2025,annual_report,https://www.sec.gov/Archives/edgar/data/886982/000088698226000091/gs-20251231.htm,"The Goldman Sachs Group, Inc. latest SEC 10-K",en-US
official/source_sec_gs_2026_10q.htm,source_sec_gs_2026_10q,US_GS,2026,financial_report,https://www.sec.gov/Archives/edgar/data/886982/000088698226000118/gs-20260331.htm,"The Goldman Sachs Group, Inc. latest SEC 10-Q",en-US
official/source_sec_gs_submissions.json,source_sec_gs_submissions,US_GS,2026,exchange_data,https://data.sec.gov/submissions/CIK0000886982.json,GS SEC submissions JSON,en-US
official/source_sec_hd_2026_10k.htm,source_sec_hd_2026_10k,US_HD,2026,annual_report,https://www.sec.gov/Archives/edgar/data/354950/000162828026019436/hd-20260201.htm,"The Home Depot, Inc. latest SEC 10-K",en-US
official/source_sec_hd_2026_10q.htm,source_sec_hd_2026_10q,US_HD,2026,financial_report,https://www.sec.gov/Archives/edgar/data/354950/000162828026038247/hd-20260503.htm,"The Home Depot, Inc. latest SEC 10-Q",en-US
official/source_sec_hd_submissions.json,source_sec_hd_submissions,US_HD,2026,exchange_data,https://data.sec.gov/submissions/CIK0000354950.json,HD SEC submissions JSON,en-US
official/source_sec_hon_2025_10k.htm,source_sec_hon_2025_10k,US_HON,2025,annual_report,https://www.sec.gov/Archives/edgar/data/773840/000077384026000013/hon-20251231.htm,Honeywell International Inc. latest SEC 10-K,en-US
official/source_sec_hon_2026_10q.htm,source_sec_hon_2026_10q,US_HON,2026,financial_report,https://www.sec.gov/Archives/edgar/data/773840/000077384026000057/hon-20260331.htm,Honeywell International Inc. latest SEC 10-Q,en-US
official/source_sec_hon_submissions.json,source_sec_hon_submissions,US_HON,2026,exchange_data,https://data.sec.gov/submissions/CIK0000773840.json,HON SEC submissions JSON,en-US
official/source_sec_ibm_2025_10k.htm,source_sec_ibm_2025_10k,US_IBM,2025,annual_report,https://www.sec.gov/Archives/edgar/data/51143/000005114326000010/ibm-20251231.htm,International Business Machines Corporation latest SEC 10-K,en-US
official/source_sec_ibm_2026_10q.htm,source_sec_ibm_2026_10q,US_IBM,2026,financial_report,https://www.sec.gov/Archives/edgar/data/51143/000005114326000038/ibm-20260331.htm,International Business Machines Corporation latest SEC 10-Q,en-US
official/source_sec_ibm_submissions.json,source_sec_ibm_submissions,US_IBM,2026,exchange_data,https://data.sec.gov/submissions/CIK0000051143.json,IBM SEC submissions JSON,en-US
official/source_sec_intc_2025_10k.htm,source_sec_intc_2025_10k,US_INTC,2025,annual_report,https://www.sec.gov/Archives/edgar/data/50863/000005086326000011/intc-20251227.htm,Intel Corporation latest SEC 10-K,en-US
official/source_sec_intc_2026_10q.htm,source_sec_intc_2026_10q,US_INTC,2026,financial_report,https://www.sec.gov/Archives/edgar/data/50863/000005086326000079/intc-20260328.htm,Intel Corporation latest SEC 10-Q,en-US
official/source_sec_intc_submissions.json,source_sec_intc_submissions,US_INTC,2026,exchange_data,https://data.sec.gov/submissions/CIK0000050863.json,INTC SEC submissions JSON,en-US
official/source_sec_isrg_2025_10k.htm,source_sec_isrg_2025_10k,US_ISRG,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000010/isrg-20251231.htm,"Intuitive Surgical, Inc. latest SEC 10-K",en-US
official/source_sec_isrg_2026_10q.htm,source_sec_isrg_2026_10q,US_ISRG,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1035267/000103526726000032/isrg-20260331.htm,"Intuitive Surgical, Inc. latest SEC 10-Q",en-US
official/source_sec_isrg_submissions.json,source_sec_isrg_submissions,US_ISRG,2026,exchange_data,https://data.sec.gov/submissions/CIK0001035267.json,ISRG SEC submissions JSON,en-US
official/source_sec_jnj_2025_10k.htm,source_sec_jnj_2025_10k,US_JNJ,2025,annual_report,https://www.sec.gov/Archives/edgar/data/200406/000020040626000016/jnj-20251228.htm,Johnson & Johnson latest SEC 10-K,en-US
official/source_sec_jnj_2026_10q.htm,source_sec_jnj_2026_10q,US_JNJ,2026,financial_report,https://www.sec.gov/Archives/edgar/data/200406/000020040626000087/jnj-20260329.htm,Johnson & Johnson latest SEC 10-Q,en-US
official/source_sec_jnj_submissions.json,source_sec_jnj_submissions,US_JNJ,2026,exchange_data,https://data.sec.gov/submissions/CIK0000200406.json,JNJ SEC submissions JSON,en-US
official/source_sec_jpm_2025_10k.htm,source_sec_jpm_2025_10k,US_JPM,2025,annual_report,https://www.sec.gov/Archives/edgar/data/19617/000162828026008131/jpm-20251231.htm,JPMorgan Chase & Co. latest SEC 10-K,en-US
official/source_sec_jpm_2026_10q.htm,source_sec_jpm_2026_10q,US_JPM,2026,financial_report,https://www.sec.gov/Archives/edgar/data/19617/000162828026029344/jpm-20260331.htm,JPMorgan Chase & Co. latest SEC 10-Q,en-US
official/source_sec_jpm_submissions.json,source_sec_jpm_submissions,US_JPM,2026,exchange_data,https://data.sec.gov/submissions/CIK0000019617.json,JPM SEC submissions JSON,en-US
official/source_sec_klac_2025_10k.htm,source_sec_klac_2025_10k,US_KLAC,2025,annual_report,https://www.sec.gov/Archives/edgar/data/319201/000031920125000024/klac-20250630.htm,KLA Corporation latest SEC 10-K,en-US
official/source_sec_klac_2026_10q.htm,source_sec_klac_2026_10q,US_KLAC,2026,financial_report,https://www.sec.gov/Archives/edgar/data/319201/000031920126000016/klac-20260331.htm,KLA Corporation latest SEC 10-Q,en-US
official/source_sec_klac_submissions.json,source_sec_klac_submissions,US_KLAC,2026,exchange_data,https://data.sec.gov/submissions/CIK0000319201.json,KLAC SEC submissions JSON,en-US
official/source_sec_ko_2025_10k.htm,source_sec_ko_2025_10k,US_KO,2025,annual_report,https://www.sec.gov/Archives/edgar/data/21344/000162828026010047/ko-20251231.htm,The Coca-Cola Company latest SEC 10-K,en-US
official/source_sec_ko_2026_10q.htm,source_sec_ko_2026_10q,US_KO,2026,financial_report,https://www.sec.gov/Archives/edgar/data/21344/000162828026028802/ko-20260403.htm,The Coca-Cola Company latest SEC 10-Q,en-US
official/source_sec_ko_submissions.json,source_sec_ko_submissions,US_KO,2026,exchange_data,https://data.sec.gov/submissions/CIK0000021344.json,KO SEC submissions JSON,en-US
official/source_sec_lly_2025_10k.htm,source_sec_lly_2025_10k,US_LLY,2025,annual_report,https://www.sec.gov/Archives/edgar/data/59478/000005947826000013/lly-20251231.htm,Eli Lilly and Company latest SEC 10-K,en-US
official/source_sec_lly_2026_10q.htm,source_sec_lly_2026_10q,US_LLY,2026,financial_report,https://www.sec.gov/Archives/edgar/data/59478/000005947826000045/lly-20260331.htm,Eli Lilly and Company latest SEC 10-Q,en-US
official/source_sec_lly_submissions.json,source_sec_lly_submissions,US_LLY,2026,exchange_data,https://data.sec.gov/submissions/CIK0000059478.json,LLY SEC submissions JSON,en-US
official/source_sec_lrcx_2025_10k.htm,source_sec_lrcx_2025_10k,US_LRCX,2025,annual_report,https://www.sec.gov/Archives/edgar/data/707549/000070754925000075/lrcx-20250629.htm,Lam Research Corporation latest SEC 10-K,en-US
official/source_sec_lrcx_2026_10q.htm,source_sec_lrcx_2026_10q,US_LRCX,2026,financial_report,https://www.sec.gov/Archives/edgar/data/707549/000070754926000022/lrcx-20260329.htm,Lam Research Corporation latest SEC 10-Q,en-US
official/source_sec_lrcx_submissions.json,source_sec_lrcx_submissions,US_LRCX,2026,exchange_data,https://data.sec.gov/submissions/CIK0000707549.json,LRCX SEC submissions JSON,en-US
official/source_sec_ma_2025_10k.htm,source_sec_ma_2025_10k,US_MA,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000013/ma-20251231.htm,Mastercard Incorporated latest SEC 10-K,en-US
official/source_sec_ma_2026_10q.htm,source_sec_ma_2026_10q,US_MA,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1141391/000114139126000031/ma-20260331.htm,Mastercard Incorporated latest SEC 10-Q,en-US
official/source_sec_ma_submissions.json,source_sec_ma_submissions,US_MA,2026,exchange_data,https://data.sec.gov/submissions/CIK0001141391.json,MA SEC submissions JSON,en-US
official/source_sec_mcd_2025_10k.htm,source_sec_mcd_2025_10k,US_MCD,2025,annual_report,https://www.sec.gov/Archives/edgar/data/63908/000006390826000035/mcd-20251231.htm,McDonald's Corporation latest SEC 10-K,en-US
official/source_sec_mcd_2026_10q.htm,source_sec_mcd_2026_10q,US_MCD,2026,financial_report,https://www.sec.gov/Archives/edgar/data/63908/000006390826000051/mcd-20260331.htm,McDonald's Corporation latest SEC 10-Q,en-US
official/source_sec_mcd_submissions.json,source_sec_mcd_submissions,US_MCD,2026,exchange_data,https://data.sec.gov/submissions/CIK0000063908.json,MCD SEC submissions JSON,en-US
official/source_sec_mchp_2025_10q.htm,source_sec_mchp_2025_10q,US_MCHP,2025,financial_report,https://www.sec.gov/Archives/edgar/data/827054/000082705426000009/mchp-20251231.htm,Microchip Technology Incorporated latest SEC 10-Q,en-US
official/source_sec_mchp_2026_10k.htm,source_sec_mchp_2026_10k,US_MCHP,2026,annual_report,https://www.sec.gov/Archives/edgar/data/827054/000082705426000016/mchp-20260331.htm,Microchip Technology Incorporated latest SEC 10-K,en-US
official/source_sec_mchp_submissions.json,source_sec_mchp_submissions,US_MCHP,2026,exchange_data,https://data.sec.gov/submissions/CIK0000827054.json,MCHP SEC submissions JSON,en-US
official/source_sec_meta_2025_10k.htm,source_sec_meta_2025_10k,US_META,2025,annual_report,https://www.sec.gov/Archives/edgar/data/1326801/000162828026003942/meta-20251231.htm,"Meta Platforms, Inc. latest SEC 10-K",en-US
official/source_sec_meta_2026_10q.htm,source_sec_meta_2026_10q,US_META,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1326801/000162828026028526/meta-20260331.htm,"Meta Platforms, Inc. latest SEC 10-Q",en-US
official/source_sec_meta_submissions.json,source_sec_meta_submissions,US_META,2026,exchange_data,https://data.sec.gov/submissions/CIK0001326801.json,META SEC submissions JSON,en-US
official/source_sec_mrk_2025_10k.htm,source_sec_mrk_2025_10k,US_MRK,2025,annual_report,https://www.sec.gov/Archives/edgar/data/310158/000031015826000063/mrk-20251231.htm,"Merck & Co., Inc. latest SEC 10-K",en-US
official/source_sec_mrk_2026_10q.htm,source_sec_mrk_2026_10q,US_MRK,2026,financial_report,https://www.sec.gov/Archives/edgar/data/310158/000162828026029802/mrk-20260331.htm,"Merck & Co., Inc. latest SEC 10-Q",en-US
official/source_sec_mrk_submissions.json,source_sec_mrk_submissions,US_MRK,2026,exchange_data,https://data.sec.gov/submissions/CIK0000310158.json,MRK SEC submissions JSON,en-US
official/source_sec_mrvl_2026_10k.htm,source_sec_mrvl_2026_10k,US_MRVL,2026,annual_report,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000011/mrvl-20260131.htm,"Marvell Technology, Inc. latest SEC 10-K",en-US
official/source_sec_mrvl_2026_10q.htm,source_sec_mrvl_2026_10q,US_MRVL,2026,financial_report,https://www.sec.gov/Archives/edgar/data/1835632/000183563226000019/mrvl-20260502.htm,"Marvell Technology, Inc. latest SEC 10-Q",en-US
official/source_sec_mrvl_submissions.json,source_sec_mrvl_submissions,US_MRVL,2026,exchange_data,https://data.sec.gov/submissions/CIK0001835632.json,MRVL SEC submissions JSON,en-US
official/source_sec_ms_2025_10k.htm,source_sec_ms_2025_10k,US_MS,2025,annual_report,https://www.sec.gov/Archives/edgar/data/895421/000089542126000086/ms-20251231.htm,Morgan Stanley latest SEC 10-K,en-US
official/source_sec_ms_2026_10q.htm,source_sec_ms_2026_10q,US_MS,2026,financial_report,https://www.sec.gov/Archives/edgar/data/895421/000089542126000121/ms-20260331.htm,Morgan Stanley latest SEC 10-Q,en-US
official/source_sec_ms_submissions.json,source_sec_ms_submissions,US_MS,2026,exchange_data,https://data.sec.gov/submissions/CIK0000895421.json,MS SEC submissions JSON,en-US
official/source_sec_msft_2025_10k.htm,source_sec_msft_2025_10k,US_MSFT,2025,annual_report,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm,Microsoft Corporation latest SEC 10-K,en-US
official/source_sec_msft_2026_10q.htm,source_sec_msft_2026_10q,US_MSFT,2026,financial_report,https://www.sec.gov/Archives/edgar/data/789019/000119312526191507/msft-20260331.htm,Microsoft Corporation latest SEC 10-Q,en-US
official/source_sec_msft_submissions.json,source_sec_msft_submissions,US_MSFT,2026,exchange_data,https://data.sec.gov/submissions/CIK0000789019.json,MSFT SEC submissions JSON,en-US
