id,name,english_name,ticker,exchange,country,is_listed_in_tw,aliases,website,description,snapshot_date
TPEX_5347,世界先進,Vanguard International Semiconductor,5347,TPEX,Taiwan,true,VIS;5347.TWO,https://www.vis.com.tw,成熟製程晶圓代工,2026-07-03
TWSE_6770,力積電,Powerchip Semiconductor Manufacturing,6770,TWSE,Taiwan,true,PSMC;6770.TW,https://www.powerchip.com,記憶體與邏輯晶圓代工,2026-07-03
US_NVDA,NVIDIA,NVIDIA Corporation,NVDA,NASDAQ,US,false,輝達;英偉達,https://www.nvidia.com,AI GPU 設計公司,2026-07-03
US_AMD,AMD,Advanced Micro Devices,AMD,NASDAQ,US,false,超微,https://www.amd.com,CPU 與 AI GPU 設計公司,2026-07-03
US_AAPL,Apple,Apple Inc.,AAPL,NASDAQ,US,false,蘋果,https://www.apple.com,消費電子品牌，iPhone / Mac,2026-07-03
NL_ASML,ASML,ASML Holding,ASML,Euronext,Netherlands,false,艾司摩爾,https://www.asml.com,EUV 曝光機獨家供應商,2026-07-03
KR_005930,Samsung Electronics,Samsung Electronics,005930,KRX,South Korea,false,三星電子,https://www.samsung.com,記憶體與晶圓代工大廠,2026-07-03
KR_000660,SK Hynix,SK Hynix,000660,KRX,South Korea,false,SK海力士,https://www.skhynix.com,DRAM 與 HBM 大廠,2026-07-03
US_MU,Micron,Micron Technology,MU,NASDAQ,US,false,美光,https://www.micron.com,DRAM 與 NAND 大廠,2026-07-03
TWSE_2881,富邦金,Fubon Financial Holding,2881,TWSE,Taiwan,true,富邦金控;2881.TW,,大型金控：銀行、保險、證券,2026-07-03
TWSE_2882,國泰金,Cathay Financial Holding,2882,TWSE,Taiwan,true,國泰金控;2882.TW,,大型金控：壽險、銀行,2026-07-03
TWSE_2891,中信金,CTBC Financial Holding,2891,TWSE,Taiwan,true,中信金控;2891.TW,,大型金控：銀行為主,2026-07-03
TWSE_2886,兆豐金,Mega Financial Holding,2886,TWSE,Taiwan,true,兆豐金控;2886.TW,,公股金控：銀行為主,2026-07-03
TWSE_2884,玉山金,E.SUN Financial Holding,2884,TWSE,Taiwan,true,玉山金控;2884.TW,,民營金控：銀行為主,2026-07-03
TWSE_2885,元大金,Yuanta Financial Holding,2885,TWSE,Taiwan,true,元大金控;2885.TW,,金控：證券龍頭,2026-07-03
TWSE_2892,第一金,First Financial Holding,2892,TWSE,Taiwan,true,第一金控;2892.TW,,公股金控：銀行為主,2026-07-03
TWSE_5880,合庫金,Taiwan Cooperative Financial Holding,5880,TWSE,Taiwan,true,合庫金控;5880.TW,,公股金控：銀行為主,2026-07-03
TWSE_2880,華南金,Hua Nan Financial Holding,2880,TWSE,Taiwan,true,華南金控;2880.TW,,公股金控：銀行為主,2026-07-03
TWSE_2890,永豐金,SinoPac Financial Holding,2890,TWSE,Taiwan,true,永豐金控;2890.TW,,民營金控：銀行、證券,2026-07-03
TWSE_2887,台新金,Taishin Financial Holding,2887,TWSE,Taiwan,true,台新金控;2887.TW,,民營金控：銀行為主,2026-07-03
TWSE_2883,凱基金,KGI Financial Holding,2883,TWSE,Taiwan,true,凱基金控;開發金;2883.TW,,金控：證券、壽險,2026-07-03
TWSE_5871,中租-KY,Chailease Holding,5871,TWSE,Taiwan,true,中租控股;5871.TW,,租賃與分期融資龍頭,2026-07-03
TWSE_2412,中華電,Chunghwa Telecom,2412,TWSE,Taiwan,true,中華電信;2412.TW,,台灣最大電信業者,2026-07-03
TWSE_3045,台灣大,Taiwan Mobile,3045,TWSE,Taiwan,true,台灣大哥大;3045.TW,,電信業者，富邦集團,2026-07-03
TWSE_4904,遠傳,Far EasTone Telecommunications,4904,TWSE,Taiwan,true,遠傳電信;4904.TW,,電信業者，遠東集團,2026-07-03
TWSE_2303,聯電,United Microelectronics Corporation,2303,TWSE,Taiwan,true,UMC;2303.TW,,成熟製程晶圓代工大廠,2026-07-03
TWSE_3661,世芯-KY,Alchip Technologies,3661,TWSE,Taiwan,true,世芯;Alchip;3661.TW,,高階 ASIC 設計服務,2026-07-03
TWSE_3443,創意,Global Unichip Corp,3443,TWSE,Taiwan,true,創意電子;GUC;3443.TW,,ASIC 設計服務，台積電轉投資,2026-07-03
TWSE_5269,祥碩,ASMedia Technology,5269,TWSE,Taiwan,true,祥碩科技;5269.TW,,高速介面 IC 設計，華碩子公司,2026-07-03
TPEX_8299,群聯,Phison Electronics,8299,TPEX,Taiwan,true,群聯電子;8299.TWO,,NAND 控制晶片與儲存方案,2026-07-03
TPEX_3529,力旺,eMemory Technology,3529,TPEX,Taiwan,true,力旺電子;3529.TWO,,矽智財（NVM IP）,2026-07-03
TPEX_5274,信驊,ASPEED Technology,5274,TPEX,Taiwan,true,信驊科技;5274.TWO,,伺服器 BMC 晶片龍頭,2026-07-03
TWSE_6239,力成,Powertech Technology,6239,TWSE,Taiwan,true,力成科技;6239.TW,,記憶體封裝測試大廠,2026-07-03
TWSE_2449,京元電子,King Yuan Electronics,2449,TWSE,Taiwan,true,京元電;2449.TW,,半導體測試大廠,2026-07-03
TWSE_3532,台勝科,Formosa Sumco Technology,3532,TWSE,Taiwan,true,台勝科技;3532.TW,,矽晶圓製造,2026-07-03
TWSE_6415,矽力-KY,Silergy Corp,6415,TWSE,Taiwan,true,矽力杰;6415.TW,,電源管理 IC 設計,2026-07-03
TWSE_2409,友達,AUO Corporation,2409,TWSE,Taiwan,true,友達光電;2409.TW,,顯示面板大廠,2026-07-03
TWSE_3481,群創,Innolux Corporation,3481,TWSE,Taiwan,true,群創光電;3481.TW,,顯示面板大廠,2026-07-03
TWSE_3008,大立光,Largan Precision,3008,TWSE,Taiwan,true,大立光電;3008.TW,,智慧型手機光學鏡頭龍頭,2026-07-03
TWSE_2357,華碩,ASUSTeK Computer,2357,TWSE,Taiwan,true,ASUS;2357.TW,,PC 品牌與主機板/顯卡大廠,2026-07-03
TWSE_4938,和碩,Pegatron Corporation,4938,TWSE,Taiwan,true,和碩聯合;4938.TW,,EMS 代工大廠,2026-07-03
TWSE_2324,仁寶,Compal Electronics,2324,TWSE,Taiwan,true,仁寶電腦;2324.TW,,筆電 ODM 大廠,2026-07-03
TWSE_2353,宏碁,Acer Incorporated,2353,TWSE,Taiwan,true,acer;2353.TW,,PC 品牌廠,2026-07-03
TWSE_2377,微星,Micro-Star International,2377,TWSE,Taiwan,true,MSI;2377.TW,,主機板/顯卡/電競品牌,2026-07-03
TWSE_2376,技嘉,GIGA-BYTE Technology,2376,TWSE,Taiwan,true,GIGABYTE;2376.TW,,主機板/顯卡與 AI 伺服器,2026-07-03
TWSE_6669,緯穎,Wiwynn Corporation,6669,TWSE,Taiwan,true,緯穎科技;6669.TW,,雲端資料中心伺服器 ODM，緯創轉投資,2026-07-03
TWSE_2395,研華,Advantech Co.,2395,TWSE,Taiwan,true,研華科技;2395.TW,,工業電腦龍頭,2026-07-03
TWSE_2345,智邦,Accton Technology,2345,TWSE,Taiwan,true,智邦科技;2345.TW,,網路交換器 ODM 龍頭,2026-07-03
TWSE_2301,光寶科,LITE-ON Technology,2301,TWSE,Taiwan,true,光寶科技;2301.TW,,電源供應器與光電元件,2026-07-03
TWSE_2327,國巨,Yageo Corporation,2327,TWSE,Taiwan,true,國巨股份;2327.TW,,被動元件龍頭,2026-07-03
TWSE_2354,鴻準,Foxconn Technology,2354,TWSE,Taiwan,true,鴻準精密;2354.TW,,散熱與機構件，鴻海集團,2026-07-03
TWSE_2360,致茂,Chroma ATE,2360,TWSE,Taiwan,true,致茂電子;2360.TW,,量測與自動化測試設備,2026-07-03
TWSE_3037,欣興,Unimicron Technology,3037,TWSE,Taiwan,true,欣興電子;3037.TW,,IC 載板與 PCB 大廠,2026-07-03
TWSE_8046,南電,Nan Ya PCB,8046,TWSE,Taiwan,true,南亞電路板;8046.TW,,IC 載板大廠，台塑集團,2026-07-03
TWSE_2383,台光電,Elite Material,2383,TWSE,Taiwan,true,台光電子;2383.TW,,高階銅箔基板（CCL）大廠,2026-07-03
TPEX_6274,台燿,Taiwan Union Technology,6274,TPEX,Taiwan,true,台燿科技;6274.TWO,,高頻高速銅箔基板,2026-07-03
TWSE_3533,嘉澤,Lotes Co.,3533,TWSE,Taiwan,true,嘉澤端子;3533.TW,,CPU Socket 與連接器,2026-07-03
TWSE_3653,健策,Jentech Precision,3653,TWSE,Taiwan,true,健策精密;3653.TW,,均熱片與導線架,2026-07-03
TWSE_1590,亞德客-KY,AirTAC International,1590,TWSE,Taiwan,true,亞德客;1590.TW,,氣動元件大廠,2026-07-03
TWSE_2049,上銀,Hiwin Technologies,2049,TWSE,Taiwan,true,上銀科技;2049.TW,,線性傳動元件大廠,2026-07-03
TWSE_2059,川湖,King Slide Works,2059,TWSE,Taiwan,true,川湖科技;2059.TW,,伺服器導軌龍頭,2026-07-03
TWSE_1519,華城,Fortune Electric,1519,TWSE,Taiwan,true,華城電機;1519.TW,,重電變壓器廠,2026-07-03
TWSE_1513,中興電,Chung-Hsin Electric,1513,TWSE,Taiwan,true,中興電工;1513.TW,,重電與 GIS 開關設備,2026-07-03
TWSE_1504,東元,TECO Electric and Machinery,1504,TWSE,Taiwan,true,東元電機;1504.TW,,馬達與機電設備,2026-07-03
TWSE_1605,華新,Walsin Lihwa,1605,TWSE,Taiwan,true,華新麗華;1605.TW,,電線電纜與不銹鋼,2026-07-03
TWSE_1301,台塑,Formosa Plastics,1301,TWSE,Taiwan,true,台灣塑膠;1301.TW,,塑化大廠，台塑集團,2026-07-03
TWSE_1303,南亞,Nan Ya Plastics,1303,TWSE,Taiwan,true,南亞塑膠;1303.TW,,塑化與電子材料，台塑集團,2026-07-03
TWSE_1326,台化,Formosa Chemicals & Fibre,1326,TWSE,Taiwan,true,台灣化學纖維;1326.TW,,石化與纖維，台塑集團,2026-07-03
TWSE_6505,台塑化,Formosa Petrochemical,6505,TWSE,Taiwan,true,台塑石化;6505.TW,,煉油與石化，台塑集團,2026-07-03
TWSE_2002,中鋼,China Steel Corporation,2002,TWSE,Taiwan,true,中國鋼鐵;2002.TW,,台灣最大鋼鐵廠,2026-07-03
TWSE_1101,台泥,Taiwan Cement,1101,TWSE,Taiwan,true,台灣水泥;1101.TW,,水泥龍頭，跨足儲能,2026-07-03
TWSE_1216,統一,Uni-President Enterprises,1216,TWSE,Taiwan,true,統一企業;1216.TW,,食品飲料龍頭,2026-07-03
TWSE_2912,統一超,President Chain Store,2912,TWSE,Taiwan,true,統一超商;7-ELEVEN;2912.TW,,便利商店零售龍頭,2026-07-03
TWSE_8454,富邦媒,momo.com Inc,8454,TWSE,Taiwan,true,momo;富邦媒體科技;8454.TW,,電商平台龍頭,2026-07-03
TWSE_1402,遠東新,Far Eastern New Century,1402,TWSE,Taiwan,true,遠東新世紀;1402.TW,,聚酯纖維與紡織,2026-07-03
TWSE_1476,儒鴻,Eclat Textile,1476,TWSE,Taiwan,true,儒鴻企業;1476.TW,,機能布料與成衣大廠,2026-07-03
TWSE_9904,寶成,Pou Chen Corporation,9904,TWSE,Taiwan,true,寶成工業;9904.TW,,全球最大製鞋代工,2026-07-03
TWSE_9910,豐泰,Feng TAY Enterprises,9910,TWSE,Taiwan,true,豐泰企業;9910.TW,,運動鞋代工大廠,2026-07-03
TWSE_2603,長榮,Evergreen Marine,2603,TWSE,Taiwan,true,長榮海運;2603.TW,,貨櫃航運大廠,2026-07-03
TWSE_2609,陽明,Yang Ming Marine Transport,2609,TWSE,Taiwan,true,陽明海運;2609.TW,,貨櫃航運大廠,2026-07-03
TWSE_2615,萬海,Wan Hai Lines,2615,TWSE,Taiwan,true,萬海航運;2615.TW,,近洋貨櫃航運,2026-07-03
TWSE_2618,長榮航,EVA Airways,2618,TWSE,Taiwan,true,長榮航空;2618.TW,,國際航空公司,2026-07-03
TWSE_2610,華航,China Airlines,2610,TWSE,Taiwan,true,中華航空;2610.TW,,國際航空公司,2026-07-03
TWSE_2207,和泰車,Hotai Motor,2207,TWSE,Taiwan,true,和泰汽車;2207.TW,,TOYOTA 台灣總代理,2026-07-03
TWSE_2201,裕隆,Yulon Motor,2201,TWSE,Taiwan,true,裕隆汽車;2201.TW,,汽車製造與銷售,2026-07-03
TWSE_2105,正新,Cheng Shin Rubber,2105,TWSE,Taiwan,true,正新橡膠;MAXXIS;2105.TW,,輪胎大廠,2026-07-03
TWSE_9921,巨大,Giant Manufacturing,9921,TWSE,Taiwan,true,巨大機械;捷安特;9921.TW,,自行車龍頭,2026-07-03
TWSE_9914,美利達,Merida Industry,9914,TWSE,Taiwan,true,美利達工業;9914.TW,,自行車大廠,2026-07-03
TWSE_2634,漢翔,Aerospace Industrial Development,2634,TWSE,Taiwan,true,漢翔航空;AIDC;2634.TW,,航太製造與國防,2026-07-03
US_NKE,Nike,"Nike, Inc.",NKE,NYSE,US,false,耐吉,https://www.nike.com,全球運動品牌,2026-07-03
US_BA,Boeing,The Boeing Company,BA,NYSE,US,false,波音,https://www.boeing.com,航太製造商,2026-07-03
US_MSFT,Microsoft,MICROSOFT CORP,MSFT,Nasdaq,US,false,Microsoft;Azure;MSFT,https://www.microsoft.com,大型 cloud、AI、enterprise software 公司，Azure 是主要 data center 與 AI 基礎設施平台。,2026-07-05
US_GOOGL,Alphabet,Alphabet Inc.,GOOGL,Nasdaq,US,false,Google;Alphabet;Google Cloud;GOOGL,https://abc.xyz,Google 母公司，核心包含 search、online advertising、Google Cloud 與 AI 基礎設施。,2026-07-05
US_AMZN,Amazon,AMAZON COM INC,AMZN,Nasdaq,US,false,Amazon;AWS;AMZN,https://www.amazon.com,大型 ecommerce 與 cloud 公司，AWS 是全球主要 cloud infrastructure 與 AI data center 平台。,2026-07-05
US_META,Meta,"Meta Platforms, Inc.",META,Nasdaq,US,false,Facebook;Instagram;WhatsApp;META,https://about.meta.com,大型 social media 與 online advertising 平台，並大量投資 AI infrastructure。,2026-07-05
US_TSLA,Tesla,"Tesla, Inc.",TSLA,Nasdaq,US,false,Tesla;TSLA,https://www.tesla.com,大型 electric vehicle、energy storage 與 autonomous driving 平台公司。,2026-07-05
US_AVGO,Broadcom,Broadcom Inc.,AVGO,Nasdaq,US,false,Broadcom;AVGO,https://www.broadcom.com,大型 semiconductor 與 infrastructure software 公司，產品涵蓋 network IC、custom AI accelerator 與 connectivity。,2026-07-05
US_ORCL,Oracle,ORACLE CORP,ORCL,NYSE,US,false,Oracle;OCI;ORCL,https://www.oracle.com,大型 database software、enterprise software 與 cloud infrastructure 公司。,2026-07-05
US_CRM,Salesforce,"Salesforce, Inc.",CRM,NYSE,US,false,Salesforce;CRM,https://www.salesforce.com,大型 SaaS 與 enterprise software 公司，核心為 CRM 與企業雲端應用。,2026-07-05
US_NFLX,Netflix,NETFLIX INC,NFLX,Nasdaq,US,false,Netflix;NFLX,https://www.netflix.com,大型 streaming service 與內容平台公司。,2026-07-05
US_ADBE,Adobe,ADOBE INC.,ADBE,Nasdaq,US,false,Adobe;Creative Cloud;ADBE,https://www.adobe.com,大型 creative software、document cloud 與 digital experience software 公司。,2026-07-05
US_QCOM,Qualcomm,QUALCOMM INC/DE,QCOM,Nasdaq,US,false,Qualcomm;Snapdragon;QCOM,https://www.qualcomm.com,大型 mobile SoC、wireless modem 與 connectivity IC 設計公司。,2026-07-05
US_INTC,Intel,INTEL CORP,INTC,Nasdaq,US,false,Intel;INTC,https://www.intel.com,大型 CPU、data center、semiconductor manufacturing 與 foundry 公司。,2026-07-05
US_IBM,IBM,INTERNATIONAL BUSINESS MACHINES CORP,IBM,NYSE,US,false,IBM;Red Hat,https://www.ibm.com,大型 hybrid cloud、AI、enterprise software 與 IT service 公司。,2026-07-05
US_CSCO,Cisco,"CISCO SYSTEMS, INC.",CSCO,Nasdaq,US,false,Cisco;CSCO,https://www.cisco.com,大型 networking equipment、switch、router 與 security 產品公司。,2026-07-05
US_TXN,Texas Instruments,TEXAS INSTRUMENTS INC,TXN,Nasdaq,US,false,Texas Instruments;TI;TXN,https://www.ti.com,大型 analog IC 與 embedded processor 半導體公司。,2026-07-05
US_AMAT,Applied Materials,APPLIED MATERIALS INC /DE,AMAT,Nasdaq,US,false,Applied Materials;AMAT,https://www.appliedmaterials.com,大型 semiconductor equipment 公司，供應晶圓製程設備與服務。,2026-07-05
US_LRCX,Lam Research,LAM RESEARCH CORP,LRCX,Nasdaq,US,false,Lam Research;LRCX,https://www.lamresearch.com,大型 wafer fabrication equipment 公司，產品用於 semiconductor 製程。,2026-07-05
US_NOW,ServiceNow,"ServiceNow, Inc.",NOW,NYSE,US,false,ServiceNow;NOW,https://www.servicenow.com,大型 enterprise workflow automation 與 SaaS 平台公司。,2026-07-05
US_PANW,Palo Alto Networks,Palo Alto Networks Inc,PANW,Nasdaq,US,false,Palo Alto Networks;PANW,https://www.paloaltonetworks.com,大型 cybersecurity software 與 network security 平台公司。,2026-07-05
US_UBER,Uber,"Uber Technologies, Inc",UBER,NYSE,US,false,Uber;UBER,https://www.uber.com,大型 mobility platform、delivery platform 與 marketplace 公司。,2026-07-05
US_JPM,JPMorgan Chase,JPMORGAN CHASE & CO,JPM,NYSE,US,false,JPMorgan Chase;JPM,https://www.jpmorganchase.com,大型 banking、investment banking 與 financial service 公司。,2026-07-05
US_V,Visa,VISA INC.,V,NYSE,US,false,Visa;V,https://www.visa.com,大型 payment network 與 digital payment infrastructure 公司。,2026-07-05
US_MA,Mastercard,Mastercard Inc,MA,NYSE,US,false,Mastercard;MA,https://www.mastercard.com,大型 payment network 與 digital payment infrastructure 公司。,2026-07-05
US_WMT,Walmart,Walmart Inc.,WMT,Nasdaq,US,false,Walmart;WMT,https://www.walmart.com,大型 retail、grocery 與 ecommerce 公司。,2026-07-05
US_LLY,Eli Lilly,ELI LILLY & Co,LLY,NYSE,US,false,Eli Lilly;Lilly;LLY,https://www.lilly.com,"Large US pharmaceutical company focused on diabetes, obesity, oncology, immunology, and neuroscience medicines.",2026-07-05
US_UNH,UnitedHealth Group,UNITEDHEALTH GROUP INC,UNH,NYSE,US,false,UnitedHealth;Optum;UNH,https://www.unitedhealthgroup.com,Large US healthcare and health insurance company with Optum health services and data operations.,2026-07-05
US_JNJ,Johnson & Johnson,JOHNSON & JOHNSON,JNJ,NYSE,US,false,Johnson & Johnson;J&J;JNJ,https://www.jnj.com,Large US healthcare company focused on innovative medicine and medtech.,2026-07-05
US_ABBV,AbbVie,AbbVie Inc.,ABBV,NYSE,US,false,AbbVie;ABBV,https://www.abbvie.com,"Large US biopharmaceutical company focused on immunology, oncology, neuroscience, and aesthetics.",2026-07-05
US_MRK,Merck,"Merck & Co., Inc.",MRK,NYSE,US,false,Merck;MSD;MRK,https://www.merck.com,"Large US pharmaceutical company focused on oncology, vaccines, hospital acute care, and animal health.",2026-07-05
US_ABT,Abbott,ABBOTT LABORATORIES,ABT,NYSE,US,false,Abbott;ABT,https://www.abbott.com,"Large US healthcare company focused on diagnostics, medical devices, nutrition, and medicines.",2026-07-05
US_TMO,Thermo Fisher Scientific,THERMO FISHER SCIENTIFIC INC.,TMO,NYSE,US,false,Thermo Fisher;TMO,https://www.thermofisher.com,"Large US life science tools company providing analytical instruments, reagents, consumables, and services.",2026-07-05
US_ISRG,Intuitive Surgical,INTUITIVE SURGICAL INC,ISRG,Nasdaq,US,false,Intuitive Surgical;da Vinci;ISRG,https://www.intuitive.com,Large US medical device company focused on robotic-assisted surgical systems.,2026-07-05
US_XOM,Exxon Mobil,EXXON MOBIL CORP,XOM,NYSE,US,false,ExxonMobil;XOM,https://corporate.exxonmobil.com,"Large US integrated energy company producing oil, natural gas, fuels, chemicals, and low-carbon solutions.",2026-07-05
US_CVX,Chevron,CHEVRON CORP,CVX,NYSE,US,false,Chevron;CVX,https://www.chevron.com,"Large US integrated energy company producing oil, natural gas, fuels, lubricants, and chemicals.",2026-07-05
US_COP,ConocoPhillips,CONOCOPHILLIPS,COP,NYSE,US,false,ConocoPhillips;COP,https://www.conocophillips.com,Large US exploration and production company focused on oil and natural gas.,2026-07-05
US_SLB,SLB,SLB LIMITED/NV,SLB,NYSE,US,false,Schlumberger;SLB,https://www.slb.com,"Large oilfield services company providing drilling, reservoir, production, and digital energy technology.",2026-07-05
US_COST,Costco,COSTCO WHOLESALE CORP /NEW,COST,Nasdaq,US,false,Costco;COST,https://www.costco.com,"Large membership warehouse retailer selling consumer goods, grocery, fuel, and ecommerce services.",2026-07-05
US_HD,Home Depot,"HOME DEPOT, INC.",HD,NYSE,US,false,Home Depot;HD,https://www.homedepot.com,Large home improvement retailer serving professional contractors and consumers.,2026-07-05
US_MCD,McDonald's,MCDONALDS CORP,MCD,NYSE,US,false,McDonald's;MCD,https://www.mcdonalds.com,Large global restaurant brand and franchising company.,2026-07-05
US_SBUX,Starbucks,STARBUCKS CORP,SBUX,Nasdaq,US,false,Starbucks;SBUX,https://www.starbucks.com,Large coffee retail and restaurant company with company-operated and licensed stores.,2026-07-05
US_KO,Coca-Cola,COCA COLA CO,KO,NYSE,US,false,Coca-Cola;KO,https://www.coca-colacompany.com,"Large beverage company with global concentrate, syrup, and finished beverage brands.",2026-07-05
US_PEP,PepsiCo,PEPSICO INC,PEP,Nasdaq,US,false,PepsiCo;Pepsi;PEP,https://www.pepsico.com,Large beverage and convenient foods company with global brands.,2026-07-05
US_PG,Procter & Gamble,PROCTER & GAMBLE Co,PG,NYSE,US,false,P&G;Procter & Gamble;PG,https://www.pg.com,"Large consumer goods company focused on beauty, grooming, health care, fabric care, home care, and baby care.",2026-07-05
US_BAC,Bank of America,BANK OF AMERICA CORP /DE/,BAC,NYSE,US,false,Bank of America;BofA;BAC,https://www.bankofamerica.com,"Large US bank providing consumer banking, wealth management, investment banking, and markets services.",2026-07-05
US_WFC,Wells Fargo,WELLS FARGO & COMPANY/MN,WFC,NYSE,US,false,Wells Fargo;WFC,https://www.wellsfargo.com,"Large US bank providing consumer, commercial, corporate, and investment banking services.",2026-07-05
US_GS,Goldman Sachs,GOLDMAN SACHS GROUP INC,GS,NYSE,US,false,Goldman Sachs;GS,https://www.goldmansachs.com,Large global investment bank and asset management company.,2026-07-05
US_MS,Morgan Stanley,MORGAN STANLEY,MS,NYSE,US,false,Morgan Stanley;MS,https://www.morganstanley.com,"Large global financial services company focused on wealth management, investment banking, and markets.",2026-07-05
US_BLK,BlackRock,"BlackRock, Inc.",BLK,NYSE,US,false,BlackRock;BLK,https://www.blackrock.com,"Large asset manager providing investment management, ETFs, advisory, and technology services.",2026-07-05
US_SPGI,S&P Global,S&P Global Inc.,SPGI,NYSE,US,false,S&P Global;SPGI,https://www.spglobal.com,"Large financial information, ratings, benchmarks, and data analytics company.",2026-07-05
US_GE,GE Aerospace,GENERAL ELECTRIC CO,GE,NYSE,US,false,GE Aerospace;General Electric;GE,https://www.geaerospace.com,Large aerospace company producing commercial and defense aircraft engines and systems.,2026-07-05
US_CAT,Caterpillar,CATERPILLAR INC,CAT,NYSE,US,false,Caterpillar;CAT,https://www.caterpillar.com,"Large industrial company producing construction and mining equipment, engines, turbines, and locomotives.",2026-07-05
US_RTX,RTX,RTX Corp,RTX,NYSE,US,false,RTX;Raytheon;Pratt & Whitney;Collins Aerospace,https://www.rtx.com,"Large aerospace and defense company producing engines, avionics, missiles, sensors, and defense systems.",2026-07-05
US_HON,Honeywell,HONEYWELL INTERNATIONAL INC,HON,Nasdaq,US,false,Honeywell;HON,https://www.honeywell.com,"Large industrial technology company focused on aerospace, building automation, industrial automation, and energy solutions.",2026-07-05
US_DE,Deere,DEERE & CO,DE,NYSE,US,false,John Deere;Deere;DE,https://www.deere.com,Large agricultural and construction equipment company with precision agriculture technology.,2026-07-05
US_UPS,UPS,UNITED PARCEL SERVICE INC,UPS,NYSE,US,false,UPS;United Parcel Service,https://www.ups.com,Large package delivery and logistics company.,2026-07-05
US_UNP,Union Pacific,UNION PACIFIC CORP,UNP,NYSE,US,false,Union Pacific;UNP,https://www.up.com,Large US freight railroad company.,2026-07-05
US_KLAC,KLA,KLA CORP,KLAC,Nasdaq,US,false,KLA;KLAC,https://www.kla.com,Large semiconductor process control and yield management equipment company.,2026-07-05
US_ADI,Analog Devices,ANALOG DEVICES INC,ADI,Nasdaq,US,false,Analog Devices;ADI,https://www.analog.com,"Large analog, mixed-signal, power management, and sensor IC company.",2026-07-05
US_MRVL,Marvell Technology,"Marvell Technology, Inc.",MRVL,Nasdaq,US,false,Marvell;MRVL,https://www.marvell.com,"Large semiconductor company focused on data infrastructure, networking, storage, and custom silicon.",2026-07-05
US_MCHP,Microchip Technology,MICROCHIP TECHNOLOGY INC,MCHP,Nasdaq,US,false,Microchip;MCHP,https://www.microchip.com,"Large semiconductor company focused on microcontrollers, analog IC, embedded control, and connectivity.",2026-07-05
