"company_id","ticker","exchange","name","universe_type","priority","status","last_updated_at","last_source_refresh_at","latest_annual_source_id","latest_quarterly_source_id","data_depth","relationship_depth","next_action","notes"
"US_QCOM","QCOM","NASDAQ","Qualcomm","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_qcom_2025_10k","source_sec_qcom_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_INTC","INTC","NASDAQ","Intel","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_intc_2025_10k","source_sec_intc_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_IBM","IBM","NYSE","IBM","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ibm_2025_10k","source_sec_ibm_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_CSCO","CSCO","NASDAQ","Cisco","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_csco_2025_10k","source_sec_csco_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_TXN","TXN","NASDAQ","Texas Instruments","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_txn_2025_10k","source_sec_txn_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_AMAT","AMAT","NASDAQ","Applied Materials","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_amat_2025_10k","source_sec_amat_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_LRCX","LRCX","NASDAQ","Lam Research","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_lrcx_2025_10k","source_sec_lrcx_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_NOW","NOW","NYSE","ServiceNow","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_now_2025_10k","source_sec_now_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_PANW","PANW","NASDAQ","Palo Alto Networks","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_panw_2025_10k","source_sec_panw_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_UBER","UBER","NYSE","Uber","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_uber_2025_10k","source_sec_uber_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_JPM","JPM","NYSE","JPMorgan Chase","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_jpm_2025_10k","source_sec_jpm_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_V","V","NYSE","Visa","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_v_2025_10k","source_sec_v_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MA","MA","NYSE","Mastercard","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ma_2025_10k","source_sec_ma_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_WMT","WMT","NYSE","Walmart","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_wmt_2026_10k","source_sec_wmt_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_LLY","LLY","NYSE","Eli Lilly","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_lly_2025_10k","source_sec_lly_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_UNH","UNH","NYSE","UnitedHealth Group","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_unh_2025_10k","source_sec_unh_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_JNJ","JNJ","NYSE","Johnson & Johnson","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_jnj_2025_10k","source_sec_jnj_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_ABBV","ABBV","NYSE","AbbVie","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_abbv_2025_10k","source_sec_abbv_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MRK","MRK","NYSE","Merck","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mrk_2025_10k","source_sec_mrk_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_ABT","ABT","NYSE","Abbott","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_abt_2025_10k","source_sec_abt_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_TMO","TMO","NYSE","Thermo Fisher Scientific","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_tmo_2025_10k","source_sec_tmo_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_ISRG","ISRG","NASDAQ","Intuitive Surgical","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_isrg_2025_10k","source_sec_isrg_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_XOM","XOM","NYSE","Exxon Mobil","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_xom_2025_10k","source_sec_xom_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_CVX","CVX","NYSE","Chevron","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_cvx_2025_10k","source_sec_cvx_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_COP","COP","NYSE","ConocoPhillips","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_cop_2025_10k","source_sec_cop_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_SLB","SLB","NYSE","SLB","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_slb_2025_10k","source_sec_slb_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_COST","COST","NASDAQ","Costco","US_LARGE_CAP_RESEARCH_UNIVERSE","high","candidate_relationships_loaded","2026-07-05","2026-07-05","source_sec_cost_2025_10k","source_sec_cost_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure+rag_candidate_relationships_round1","review loaded candidate relationships in Neo4j before verification; expand unresolved entity coverage before next extraction round","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05. RAG round1 loaded 3 reviewed llm_extraction candidate relationship(s) from ingestion/rag/extracted/us_round1_candidates_reviewed.jsonl on 2026-07-05."
"US_HD","HD","NYSE","Home Depot","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_hd_2026_10k","source_sec_hd_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MCD","MCD","NYSE","McDonald's","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mcd_2025_10k","source_sec_mcd_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_SBUX","SBUX","NASDAQ","Starbucks","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_sbux_2025_10k","source_sec_sbux_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_KO","KO","NYSE","Coca-Cola","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ko_2025_10k","source_sec_ko_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_PEP","PEP","NASDAQ","PepsiCo","US_LARGE_CAP_RESEARCH_UNIVERSE","high","candidate_relationships_loaded","2026-07-05","2026-07-05","source_sec_pep_2025_10k","source_sec_pep_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure+rag_candidate_relationships_round1","review loaded candidate relationships in Neo4j before verification; expand unresolved entity coverage before next extraction round","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05. RAG round1 loaded 1 reviewed llm_extraction candidate relationship(s) from ingestion/rag/extracted/us_round1_candidates_reviewed.jsonl on 2026-07-05."
"US_PG","PG","NYSE","Procter & Gamble","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_pg_2025_10k","source_sec_pg_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_BAC","BAC","NYSE","Bank of America","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_bac_2025_10k","source_sec_bac_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_WFC","WFC","NYSE","Wells Fargo","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_wfc_2025_10k","source_sec_wfc_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_GS","GS","NYSE","Goldman Sachs","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_gs_2025_10k","source_sec_gs_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MS","MS","NYSE","Morgan Stanley","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ms_2025_10k","source_sec_ms_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_BLK","BLK","NYSE","BlackRock","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_blk_2025_10k","source_sec_blk_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_SPGI","SPGI","NYSE","S&P Global","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_spgi_2025_10k","source_sec_spgi_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_GE","GE","NYSE","GE Aerospace","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ge_2025_10k","source_sec_ge_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_CAT","CAT","NYSE","Caterpillar","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_cat_2025_10k","source_sec_cat_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_RTX","RTX","NYSE","RTX","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_rtx_2025_10k","source_sec_rtx_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_HON","HON","NASDAQ","Honeywell","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_hon_2025_10k","source_sec_hon_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_DE","DE","NYSE","Deere","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_de_2025_10k","source_sec_de_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_UPS","UPS","NYSE","UPS","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_ups_2025_10k","source_sec_ups_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_UNP","UNP","NYSE","Union Pacific","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_unp_2025_10k","source_sec_unp_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_KLAC","KLAC","NASDAQ","KLA","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_klac_2025_10k","source_sec_klac_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_ADI","ADI","NASDAQ","Analog Devices","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_adi_2025_10k","source_sec_adi_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MRVL","MRVL","NASDAQ","Marvell Technology","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mrvl_2026_10k","source_sec_mrvl_2026_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
"US_MCHP","MCHP","NASDAQ","Microchip Technology","US_LARGE_CAP_RESEARCH_UNIVERSE","high","documents_indexed","2026-07-05","2026-07-05","source_sec_mchp_2026_10k","source_sec_mchp_2025_10q","company+official_sources+local_documents+rag_chunks+chroma_index","core_product_exposure_only","extract supply/customer/product/application relationships as candidate; review before verification","Use official SEC sources; keep extracted relationships candidate until reviewed. Official SEC documents downloaded, parsed, and fully indexed in Chroma on 2026-07-05."
